,job,job_status,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown,y
411,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
412,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
413,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
414,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
415,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
416,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
417,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
418,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
419,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
420,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
421,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
422,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
423,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
424,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
425,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
426,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
427,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
428,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
429,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
430,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
431,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
432,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
433,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
434,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
435,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
436,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
437,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
438,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
439,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
440,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
441,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
442,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
443,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
444,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
445,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
446,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
447,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
448,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
449,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
450,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
451,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
452,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
453,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
454,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
455,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
456,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
457,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
458,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
459,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
460,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
461,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
462,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
463,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
464,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
465,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
466,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
467,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
468,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
469,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
470,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
471,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
472,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
473,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
474,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
475,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
476,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
477,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
478,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
479,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
480,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
481,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
482,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
483,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
484,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
485,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
486,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
487,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
488,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
489,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
490,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
491,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
492,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
493,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
494,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
495,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
496,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
497,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
498,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
499,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
500,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
501,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
502,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
503,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
504,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
505,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
506,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
507,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
508,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
509,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
510,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
511,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
512,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
513,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
514,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
515,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
516,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
517,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
518,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
519,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
520,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
521,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
522,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
523,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
524,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
525,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
526,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
527,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
528,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
529,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
530,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
531,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
532,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
533,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
534,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
535,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
536,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
537,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
538,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
539,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
540,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
541,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
542,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
543,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
544,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
545,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
546,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
547,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
548,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
549,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
550,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
551,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
552,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
553,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
554,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
555,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
556,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
557,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
558,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
559,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
560,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
561,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
562,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
563,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
564,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
565,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
566,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
567,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
568,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
569,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
570,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
571,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
572,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
573,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
574,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
575,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
576,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
577,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
578,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
579,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
580,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
581,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
582,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
583,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
584,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
585,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
586,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
587,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
588,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
589,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
590,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
591,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
592,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
593,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
594,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
595,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
596,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
597,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
598,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
599,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
600,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
601,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
602,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
603,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
604,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
605,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
606,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
607,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
608,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
609,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
610,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
611,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
612,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
613,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
614,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
615,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
616,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
617,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
618,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
619,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
620,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
621,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
622,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
623,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
624,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
625,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
626,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
627,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
628,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
629,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
630,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
631,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
632,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
633,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
634,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
635,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
636,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
637,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
638,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
639,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
640,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
641,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
642,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
643,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
644,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
645,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
646,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
647,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
648,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
649,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
650,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
651,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
652,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
653,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
654,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
655,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
656,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
657,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
658,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
659,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
660,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
661,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
662,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
663,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
664,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
665,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
666,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
667,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
668,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
669,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
670,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
671,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
672,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
673,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
674,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
675,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
676,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
677,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
678,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
679,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
680,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
681,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
682,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
683,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
684,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
685,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
686,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
687,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
688,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
689,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
690,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
691,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
692,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
693,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
694,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
695,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
696,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
697,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
698,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
699,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
700,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
701,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
702,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
703,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
704,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
705,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
706,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
707,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
708,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
709,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
710,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
711,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
712,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
713,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
714,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
715,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
716,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
717,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
718,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
719,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
720,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
721,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
722,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
723,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
724,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
725,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
726,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
727,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
728,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
729,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
730,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
731,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
732,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
733,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
734,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
735,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
736,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
737,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
738,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
739,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
740,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
741,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
742,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
743,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
744,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
745,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
746,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
747,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
748,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
749,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
750,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
751,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
752,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
753,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
754,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
755,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
756,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
757,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
758,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
759,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
760,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
761,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
762,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
763,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
764,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
765,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
766,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
767,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
768,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
769,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
770,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
771,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
772,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
773,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
774,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
775,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
776,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
777,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
778,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
779,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
780,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
781,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
782,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
783,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
784,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
785,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
786,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
787,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
788,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
789,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
790,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
791,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
792,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
793,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
794,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
795,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
796,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
797,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
798,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
799,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
800,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
801,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
802,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
803,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
804,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
805,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
806,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
807,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
808,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
809,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
810,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
811,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
812,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
813,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
814,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
815,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
816,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
817,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
818,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
819,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
820,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
821,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
822,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
823,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
